"name";"ine";"email";"tel"
"Alpera";"02-010";"alpera@dipualba.es";"967330001"
"Navas de Jorquera";"02-054";"navas@dipualba.es";"967482196"
"Ayna";"02-011";"ayna@dipualba.es";"967295001"
"Nerpio";"02-055";"secretarionerpio@dipualba.es";"967438001"
"Balazote";"02-012";"balazote@dipualba.es";"967360001"
"Ontur";"02-056";"ontur@dipualba.es";"967323001"
"Balsa de Ves";"02-013";"balsa@dipualba.es";"967476218"
"Ossa de Montiel";"02-057";"g.sanchez.ossa@dipualba.es/ossa@dipualba.es";"967377000"
"Ballestero (El)";"02-014";"ballestero@dipualba.es";"967384060"
"Paterna del Madera";"02-058";"paterna@dipualba.es";"967293705"
"Barrax";"02-015";"Información@barrax.es";"967365000"
"Peñascosa";"02-059";"penascosa@dipualba.es";"967382408"
"Bienservida";"02-016";"bienservida@dipualba.es";"967394001"
"Peñas de San Pedro";"02-060";"pspedro@dipualba.es";"967298001"
"Bogarra";"02-017";"bogarra@dipualba.es";"967290001"
"Pétrola";"02-061";"petrola@dipualba.es";"967286000"
"Bonete";"02-018";"bonete@dipualba.es";"967334001"
"Povedilla";"02-062";"povedilla@dipualba.es";"967392003"
"Bonillo (El)";"02-019";"bonillo@dipualba.es";"967370001"
"Pozohondo";"02-063";"phondo@dipualba.es";"967205001"
"Carcelén";"02-020";"carcelen@dipualba.es";"967403001"
"Pozo-Lorente";"02-064";"plorente@dipualba.es";"967406401"
"Casas de Juan Núñez";"02-021";"casasjuan@dipualba.es";"967405001"
"Pozuelo";"02-065";"pozuelo@dipualba.es";"967363714"
"Casas de Lázaro";"02-022";"lazaro@dipualba.es";"967363241"
"Recueja (La)";"02-066";"recueja@dipualba.es";"967471201"
"Casas de Ves";"02-023";"casasves@dipualba.es";"967475001"
"Riópar";"02-067";"riopar@dipualba.es";"967435001"
"Casas-Ibáñez";"02-024";"Casasib@dipualba.es";"967460003"
"Robledo";"02-068";"robledo@dipualba.es";"967388201"
"Caudete";"02-025";"ayuntamiento@caudete.org/caudete@dipualba.es";"965827000"
"Roda (La)";"02-069";"alcaldia@laroda.es";"967441403"
"Cenizate";"02-026";"cenizate@dipualba.es";"967489596"
"Salobre";"02-070";"salobre@dipualba.es";"967382002"
"Corral-Rubio";"02-027";"corralrubio@dipualba.es";"967286403"
"San Pedro";"02-071";"sanpedro@dipualba.es";"967358001"
"Cotillas";"02-028";"cotillas@dipualba.es";"967434081"
"Socovos";"02-072";"socovos@dipualba.es";"967420001"
"Chinchilla de Monte-Aragón";"02-029";"tesoreria@ayuntamientochinchilla.com";"967260001"
"Tarazona de la Mancha";"02-073";"tarazona1@dipualga.es";"967480002"
"Elche de la Sierra";"02-030";"elche@dipualba.es";"967410001"
"Tobarra";"02-074";"tobarra@dipualga.es";"967400001"
"Férez";"02-031";"ferez@dipualba.es";"967420122"
"Valdeganga";"02-075";"valdeganga@dipualba.es";NA
"Fuensanta";"02-032";"fuensanta@dipualba.es";"967447801"
"Vianos";"02-076";"vianos@dipualba.es";"967380408"
"Fuente-Álamo";"02-033";"fuentealamo@dipualba.es";"967321001"
"Villa de Ves";"02-077";"villaves@dipualba.es";"967476441"
"Fuentealbilla";"02-034";"fuentealbilla@dipualba.es";"967472288"
"Villalgordo del Júcar";"02-078";"villalgordo@dipualba.es";"967455001"
"Gineta (La)";"02-035";"contratacion@lagineta.es";"967275002"
"Villamalea";"02-079";"villamalea@dipualba.es";"967483001"
"Golosalvo";"02-036";"golosalvo@dipualba.es";"967494201"
"Villapalacios";"02-080";"villapalacios@dipualba.es";"967398000"
"Hellín";"02-037";"rentas@ayuntamientodehellin.es/hellin@dipualba.es";"967541500"
"Villarrobledo";"02-081";"ayuntamiento@villarrobledo.com/villarrobledo@dipualba.es";"967028900"
"Herrera (La)";"02-038";"herrera@dipualba.es";"967362758"
"Villatoya";"02-082";"villatoya@dipualba.es";"967470008"
"Higueruela";"02-039";"higueruela@dipualba.es";"967287180"
"Villavaliente";"02-083";"villavaliente@dipualba.es";"967401433"
"Hoya-Gonzalo";"02-040";"hoyagonzalo@dipualba.es";"967287666"
"Villaverde de Guadalimar";"02-084";"villaverde@dipualba.es";"967434001"
"Jorquera";"02-041";"jorquera@dipualba.es";"967471245"
"Viveros";"02-085";"viveros@dipualba.es";"967387001"
"Letur";"02-042";"letur@dipualba.es";"967426001"
"Yeste";"02-086";"contabilidad.yeste@dipualba.es";"967431001"
"Lezuza";"02-043";"lezuza@dipualba.es";"967354001"
"Pozo Cañada";"02-901";"pozoca@dipualba.es";"967250001"
"Liétor";"02-044";"lietor@dipualba.es";"967200001"
"Abaltzisketa";"20-001";"udala@abaltzisketa.eus";"943652900"
"Irun";"20-045";"sac.010@irun.org";"943505152"
"Aduna";"20-002";"udala@aduna.eus";"943692571"
"Irura";"20-046";"irura@irura.eus";"943691333"
"Aizarnazabal";"20-003";"udala@aizarnazabal.eus";"943897053"
"Itsasondo";"20-047";"itsasondo@udal.gipuzkoa.net";"943881170"
"Albiztur";"20-004";"udala@albiztur.eus";"943654426"
"Larraul";"20-048";"udala@larraul.eus";"943693042"
"Alegia";"20-005";"udala@alegia.eus";"943651087"
"Lazkao";"20-049";"udala@lazkao.eus";"943088080"
"Alkiza";"20-006";"udala@alkiza.eus";"943690235"
"Leaburu";"20-050";"udala@leaburutxarama.eus";"943675931"
"Altzo";"20-007";"udala@altzo.eus";"943652413"
"Legazpi";"20-051";"legazpi@legazpi.eus";"943737030"
"Amezketa";"20-008";"udala@amezketa.eus";"943653189"
"Legorreta";"20-052";"udala@legorreta.eus";"943084000"
"Andoain";"20-009";"idazkaritza@andoain.eus";"943300830"
"Lezo";"20-053";"info@lezo.eus";"943524650"
"Anoeta";"20-010";"udala@anoeta.eus";"943651200"
"Lizartza";"20-054";"lizartza@lizartza.eus";"943670700"
"Antzuola";"20-011";"udala@antzuola.eus";"943766246"
"Arrasate/Mondragón";"20-055";"udala@arrasate.eus";"943252000"
"Arama";"20-012";"udala@arama.eus";"943880739"
"Mutriku";"20-056";"harrera@mutriku.net";"943603244"
"Aretxabaleta";"20-013";"udala@aretxabaleta.eus";"943711862"
"Mutiloa";"20-057";"udala@mutiloa.eus";"943800450"
"Asteasu";"20-014";"udala@asteasu.eus";"943691907"
"Olaberria";"20-058";"udala@olaberria.eus";"943881434"
"Ataun";"20-015";"udala@ataun.eus";"943180011"
"Oñati";"20-059";"madinabeitia@onati.eus";"943780411"
"Aia";"20-016";"aia@aia.eus";"943131144"
"Orexa";"20-060";"orexa@orexa.eus";"943682029"
"Azkoitia";"20-017";"azkoitia@azkoitia.eus";"943080080"
"Orio";"20-061";"idazkaritza@orio.eus";"943830346"
"Azpeitia";"20-018";"azpeitia@azpeitia.eus";"943157200"
"Ormaiztegi";"20-062";"udala@ormaiztegi.eus";"943882660"
"Beasain";"20-019";"udala@beasain.eus";"943028050"
"Oiartzun";"20-063";"oiartzun@oiartzun.eus";"943490142"
"Beizama";"20-020";"udala@beizama.eus";"943816338"
"Pasaia";"20-064";"pasaia@pasaia.net";"943344034"
"Belauntza";"20-021";"udala@belauntza.eus";"943674366"
"Soraluze/Placencia de las Armas";"20-065";"udala@soraluze.eus";"943753043"
"Berastegi";"20-022";"udala@berastegi.eus";"943683000"
"Errezil";"20-066";"udala@errezil.eus";"943812989"
"Berrobi";"20-023";"udala@berrobi.eus";"943683085"
"Errenteria";"20-067";"info@errenteria.net";"943449600"
"Bidania-Goiatz";"20-024";"udala@bidania-goiatz.eus";"943681109"
"Leintz-Gatzaga";"20-068";"udala@leintzgatzaga.eus";"943714746"
"Zegama";"20-025";"alkatea@zegama.eus";"943801115"
"Donostia / San Sebastián";"20-069";"udalainfo@donostia.eus";"943481000"
"Zerain";"20-026";"udala@zerain.eus";"943801724"
"Segura";"20-070";"udala@segura.eus";"943801006"
"Zestoa";"20-027";"idazkaritza@zestoa.eus";"943147010"
"Tolosa";"20-071";"udate@tolosa.eus";"943697500"
"Zizurkil";"20-028";"zizurkilgoudala@zizurkil.eus";"943691012"
"Urnieta";"20-072";"urnietakoudala@urnieta.eus";"943008000"
"Deba";"20-029";"info@deba.eus";"943192840"
"Usurbil";"20-073";"erregistroa@usurbil.eus";"943371951"
"Eibar";"20-030";"idazkaritza@eibar.eus";"943708400"
"Bergara";"20-074";"idazkaritza@bergara.eus";"943779100"
"Elduain";"20-031";"udala@elduain.eus";"943683121"
"Villabona";"20-075";"idazkaritza@villabona.eus";"943692100"
"Elgoibar";"20-032";"idazkaritza@elgoibar.eus";"943741050"
"Ordizia";"20-076";"idazkaritza@ordizia.eus";"943885850"
"Elgeta";"20-033";"idazkaritza@elgeta.eus";"943768022"
"Urretxu";"20-077";"urretxu@urretxu.eus";"943038080"
"Eskoriatza";"20-034";"udala@eskoriatza.eus";"943714407"
"Zaldibia";"20-078";"bulegoa@zaldibia.eus";"943880357"
"Ezkio-Itsaso";"20-035";"udala@ezkio.eus";"943721303"
"Zarautz";"20-079";"udala@zarautz.eus";"943005100"
"Hondarribia";"20-036";"udala@hondarribia.eus";"943111213"
"Zumarraga";"20-080";"informazioa@zumarraga.eus";"943729022"
"Gaintza";"20-037";"udala@gaintza.eus";"943889564"
"Zumaia";"20-081";"idazkaria@zumaia.eus";"943865025"
"Gabiria";"20-038";"udala@gabiria.eus";"943880734"
"Mendaro";"20-901";"erregistroa@mendaro.eus";"943033282"
"Getaria";"20-039";"udala@getaria.eus";"943896024"
"Lasarte-Oria";"20-902";"udala@lasarte-oria.eus";"943376055"
"Hernani";"20-040";"hhz@hernani.eus";"943337000"
"Astigarraga";"20-903";"idazkaritza@astigarraga.eus";"943335050"
"Hernialde";"20-041";"udala@hernialde.eus";"943654494"
"Baliarrain";"20-904";"udala@baliarrain.eus";"943889003"
"Ibarra";"20-042";"harrera@ibarra.eus";"943671138"
"Orendain";"20-905";"udala@orendain.eus";"943654064"
"Idiazabal";"20-043";"udala@idiazabal.eus";"943187100"
"Altzaga";"20-906";"altzaga@udal.gipuzkoa.net";"943883737"
"Ikaztegieta";"20-044";"udala@ikaztegieta.eus";"943653329"
"Gaztelu";"20-907";"udala@gaztelu.eus";"943674444"
"Abusejo";"37-001";"aytoabusejo@hotmail.es";"923446020"
"Monforte de la Sierra";"37-196";NA;"923418001"
"Agallas";"37-002";NA;"923490301"
"Monleón";"37-197";NA;"923500072"
"Ahigal de los Aceiteros";"37-003";NA;"923522204"
"Monleras";"37-198";NA;"923575001"
"Ahigal de Villarino";"37-004";"ayuntamientoahigaldevillarino@hotmail.es";"923510001"
"Monsagro";"37-199";NA;"923489503"
"Alameda de Gardón (La)";"37-005";NA;"923477212"
"Montejo";"37-200";NA;NA
"Alamedilla (La)";"37-006";"ALAMEDILLA37@GMAIL.COM";"923489902"
"Montemayor del Río";"37-201";NA;"923431151"
"Alaraz";"37-007";"ayuntamientoalaraz@yahoo.es";"923550001"
"Monterrubio de Armuña";"37-202";"secretaria@monterrubioarmuna.org";"923288324"
"Alba de Tormes";"37-008";"secretario@villaalbadetormes.com";"923300024"
"Monterrubio de la Sierra";"37-203";NA;"923344176"
"Alba de Yeltes";"37-009";NA;"923484501"
"Morasverdes";"37-204";NA;"923485201"
"Alberca (La)";"37-010";"administracion@laalberca.com";"923415036"
"Morille";"37-205";NA;"923344016"
"Alberguería de Argañán (La)";"37-011";"AYTOALBERGUERIA@GMAIL.COM";"923489371"
"Moríñigo";"37-206";"aytomorinigo@hotmail.com";"923360650"
"Alconada";"37-012";"aytoalconada@hotmail.es";"923564030"
"Moriscos";"37-207";NA;NA
"Aldeacipreste";"37-013";NA;"923414848"
"Moronta";"37-208";NA;"923500946"
"Aldeadávila de la Ribera";"37-014";"ayuntamientoaldeadavila@gmail.com";"923505005"
"Mozárbez";"37-209";"ayunmozarbez@terra.es";"923308255"
"Aldea del Obispo";"37-015";"ayto_aldeadelobispo@yahoo.es";"923488302"
"Narros de Matalayegua";"37-211";NA;"923390009"
"Aldealengua";"37-016";"ayto.aldealengua@gmail.com";"923362481"
"Navacarros";"37-212";NA;"923102208"
"Aldeanueva de Figueroa";"37-017";NA;"923363380"
"Nava de Béjar";"37-213";NA;"923591150"
"Aldeanueva de la Sierra";"37-018";"aytoaldeanueva@inicia.es";"923164400"
"Nava de Francia";"37-214";NA;"923164342"
"Aldearrodrigo";"37-019";"aytoaldearrodrigo@gmail.com";"923314172"
"Nava de Sotrobal";"37-215";NA;"923541235"
"Aldearrubia";"37-020";"mizar7_3@hotmail.com";NA
"Navales";"37-216";NA;"923300183"
"Aldeaseca de Alba";"37-021";"aytoaldeasecadealba@gmail.com";"923300469"
"Navalmoral de Béjar";"37-217";NA;"923165096"
"Aldeaseca de la Frontera";"37-022";NA;"923541001"
"Navamorales";"37-218";"ayuntamientonavamorales@hotmail.com";NA
"Aldeatejada";"37-023";NA;"923341001"
"Navarredonda de la Rinconada";"37-219";"navarredondadelarinconada@gmail.com";"923450695"
"Aldeavieja de Tormes";"37-024";NA;"923150516"
"Navasfrías";"37-221";NA;"923475001"
"Aldehuela de la Bóveda";"37-025";"AALDEHUELA@terra.es";"923445018"
"Negrilla de Palencia";"37-222";NA;NA
"Aldehuela de Yeltes";"37-026";"administra@aldehueladeyeltes.com";"923442546"
"Olmedo de Camaces";"37-223";NA;"923506257"
"Almenara de Tormes";"37-027";NA;"923321116"
"Orbada (La)";"37-224";NA;"923362810"
"Almendra";"37-028";NA;"923141521"
"Pajares de la Laguna";"37-225";NA;"923172017"
"Anaya de Alba";"37-029";"anayamartinvaldemierque@gmail.com";"923383012"
"Palacios del Arzobispo";"37-226";"aytodepalaciosdelarzobispo@hotmail.com";"923320847"
"Añover de Tormes";"37-030";"aytodeanoverdetormes@hotmail.es";"923160340"
"Palaciosrubios";"37-228";"aytopalaciosrubios@gmail.com";"923533001"
"Arabayona de Mógica";"37-031";"aytoarabayona@hotmail.es";"923361011"
"Palencia de Negrilla";"37-229";NA;"923354209"
"Arapiles";"37-032";"aluislopez@espublico.com";"923288779"
"Parada de Arriba";"37-230";NA;"923331325"
"Arcediano";"37-033";"ayarcediano@hotmail.com";"923354278"
"Parada de Rubiales";"37-231";NA;"923360001"
"Arco (El)";"37-034";"aytoelarco@gmail.com";"923321404"
"Paradinas de San Juan";"37-232";"aytoparadinasdesanjuan@hotmail.com";"923562002"
"Armenteros";"37-035";NA;"923590102"
"Pastores";"37-233";"ayuntamientopastores@gmail.com";"923490808"
"San Miguel del Robledo";"37-036";NA;"923437109"
"Payo (El)";"37-234";"jmmontejo@hotmail.com";"923486701"
"Atalaya (La)";"37-037";NA;"923490579"
"Pedraza de Alba";"37-235";NA;"923383110"
"Babilafuente";"37-038";"ayuntamientobabilafuente@yahoo.es";NA
"Pedrosillo de Alba";"37-236";"aytopedrosillodealba@gmail.com";"923300063"
"Bañobárez";"37-039";NA;"923506001"
"Pedrosillo de los Aires";"37-237";NA;"923390603"
"Barbadillo";"37-040";NA;"923342001"
"Pedrosillo el Ralo";"37-238";NA;"923354375"
"Barbalos";"37-041";NA;"923390020"
"Pedroso de la Armuña (El)";"37-239";"aytopedroso@gmail.es";"923360201"
"Barceo";"37-042";NA;"923504253"
"Pelabravo";"37-240";"ayuntamiento@pelabravo.es";"923305081"
"Barruecopardo";"37-044";NA;"923507002"
"Pelarrodríguez";"37-241";NA;"923450222"
"Bastida (La)";"37-045";NA;"923449125"
"Pelayos";"37-242";NA;"923391593"
"Béjar";"37-046";"intervencion@aytobejar.com";"923400115"
"Peña (La)";"37-243";"venturabueno@prodistele.com";NA
"Beleña";"37-047";NA;"923381098"
"Peñacaballera";"37-244";NA;"923414156"
"Bermellar";"37-049";NA;"923522301"
"Peñaparda";"37-245";NA;"923486331"
"Berrocal de Huebra";"37-050";"aytoberrocal@terra.es";"923164211"
"Peñaranda de Bracamonte";"37-246";"notificaciones@bracamonte.es";"923540001"
"Berrocal de Salvatierra";"37-051";NA;"923581329"
"Peñarandilla";"37-247";NA;"923371035"
"Boada";"37-052";NA;"923440391"
"Peralejos de Abajo";"37-248";NA;"923500931"
"Bodón (El)";"37-054";"ayuntamientoelbodon@gmail.com";"923486001"
"Peralejos de Arriba";"37-249";NA;"923169080"
"Bogajo";"37-055";NA;"923519251"
"Pereña de la Ribera";"37-250";NA;"923573016"
"Bouza (La)";"37-056";NA;"923488009"
"Peromingo";"37-251";NA;"923165162"
"Bóveda del Río Almar";"37-057";NA;"923560018"
"Pinedas";"37-252";"ayuntamientopinedas@hotmail.com";NA
"Brincones";"37-058";NA;NA
"Pino de Tormes (El)";"37-253";NA;"923332330"
"Buenamadre";"37-059";NA;"923450003"
"Pitiegua";"37-254";NA;"923361929"
"Buenavista";"37-060";NA;"923168054"
"Pizarral";"37-255";NA;"923580891"
"Cabaco (El)";"37-061";NA;"923454016"
"Poveda de las Cintas";"37-256";NA;"923531622"
"Cabezabellosa de la Calzada";"37-062";NA;"923361810"
"Pozos de Hinojo";"37-257";NA;"923169033"
"Cabeza de Béjar (La)";"37-063";NA;"923151733"
"Puebla de Azaba";"37-258";"ayuntamiento.puebla@hotmail.com";"923471017"
"Cabeza del Caballo";"37-065";"ayuntamientocabezadelcaballo@hotmail.es";"923512581"
"Puebla de San Medel";"37-259";"ribo@telefonica.net";"923150738"
"Cabrerizos";"37-067";"secretaria@ayto-cabrerizos.com";"923289063"
"Puebla de Yeltes";"37-260";NA;"923449347"
"Cabrillas";"37-068";"ayuntamientocabrillas@hotmail.es";"923446001"
"Puente del Congosto";"37-261";"puentedelcongosto@hotmail.com";NA
"Calvarrasa de Abajo";"37-069";"ayuntamiento@calvarrasadeabajo.es";"923306024"
"Puertas";"37-262";NA;"923169111"
"Calvarrasa de Arriba";"37-070";"aytocalvarrasa@yahoo.es";"923308382"
"Puerto de Béjar";"37-263";"aytopuertobj@terra.es";"923414098"
"Calzada de Béjar (La)";"37-071";NA;"923416501"
"Puerto Seguro";"37-264";NA;"923491413"
"Calzada de Don Diego";"37-072";NA;"923342067"
"Rágama";"37-265";"ma_je_lo@hotmail.com";"923562015"
"Calzada de Valdunciel";"37-073";NA;"923310024"
"Redonda (La)";"37-266";NA;"923504435"
"Campillo de Azaba";"37-074";NA;NA
"Retortillo";"37-267";NA;"923450433"
"Campo de Peñaranda (El)";"37-077";"aytmoelcampo@hotman.com";"923552001"
"Rinconada de la Sierra (La)";"37-268";"rinconadadelasierra@gmail.com";"923450719"
"Candelario";"37-078";NA;"923413011"
"Robleda";"37-269";"aytorobleda@retemail.es";NA
"Canillas de Abajo";"37-079";NA;"923160026"
"Robliza de Cojos";"37-270";"ayto1robliza@avired.com";"923382006"
"Cantagallo";"37-080";"aytocantagallo@hotmail.es";"923402085"
"Rollán";"37-271";NA;"923313042"
"Cantalapiedra";"37-081";"ayuntamiento@aytocantalapiedra.es";"923530001"
"Saelices el Chico";"37-272";"AYTOSAELICESELCHICO@GMAIL.COM";"923490098"
"Cantalpino";"37-082";"ayuntamiento@cantalpino.e.movistar.es";"923532001"
"Sagrada (La)";"37-273";NA;"923164085"
"Cantaracillo";"37-083";NA;"923541672"
"Salamanca";"37-274";"pgarciag@aytosalamanca.es";"923279100"
"Carbajosa de la Sagrada";"37-085";"contabilidad@carbajosadelasagrada.es";"923208019"
"Saldeana";"37-275";NA;"923523001"
"Carpio de Azaba";"37-086";NA;"923461801"
"Salmoral";"37-276";NA;"923560063"
"Carrascal de Barregas";"37-087";"carrascal.barr@terra.es";"923330192"
"Salvatierra de Tormes";"37-277";NA;"923150591"
"Carrascal del Obispo";"37-088";"carrascaldelobispo@avired.com";"923392305"
"San Cristóbal de la Cuesta";"37-278";"ayuntamiento.sc@terra.es";"923361300"
"Casafranca";"37-089";NA;"923151065"
"Sancti-Spíritus";"37-279";"secretaria@ayto-sanctispiritus.com";"923484017"
"Casas del Conde (Las)";"37-090";NA;"923437019"
"Sanchón de la Ribera";"37-280";NA;"923511293"
"Casillas de Flores";"37-091";NA;"923488856"
"Sanchón de la Sagrada";"37-281";"aytosanchon@gmail.com";"923392318"
"Castellanos de Moriscos";"37-092";"secretario@castellanosdemoriscos.es";"923361423"
"Sanchotello";"37-282";NA;NA
"Castillejo de Martín Viejo";"37-096";"AYTOCASTILLEOMV@GMAIL.COM";"923490015"
"Sando";"37-283";NA;"923510459"
"Castraz";"37-097";NA;"923164031"
"San Esteban de la Sierra";"37-284";"ayuntamiento@aytosanestebansierra.e.telefonica.net";"923435001"
"Cepeda";"37-098";NA;"923432101"
"San Felices de los Gallegos";"37-285";"aytosanfelices@gmail.com";"923521517"
"Cereceda de la Sierra";"37-099";"aytocereceda@inicia.es";"923164300"
"San Martín del Castañar";"37-286";NA;"923437010"
"Cerezal de Peñahorcada";"37-100";"ayuncerezal@gmail.com";"923507013"
"San Miguel de Valero";"37-287";NA;"923415522"
"Cerralbo";"37-101";NA;"923524078"
"San Morales";"37-288";NA;"923363077"
"Cerro (El)";"37-102";NA;"923431101"
"San Muñoz";"37-289";NA;"923448001"
"Cespedosa de Tormes";"37-103";NA;"923152695"
"San Pedro del Valle";"37-290";"spedrovalle@inicia.es";NA
"Cilleros de la Bastida";"37-104";"aytocilleros@inicia.es";"923164455"
"San Pedro de Rozados";"37-291";NA;"923344001"
"Cipérez";"37-106";NA;"923518052"
"San Pelayo de Guareña";"37-292";NA;"923321315"
"Ciudad Rodrigo";"37-107";"intervencion@aytociudadrodrigo.es";"923498400"
"Santa María de Sando";"37-293";NA;"923510544"
"Coca de Alba";"37-108";NA;"923541451"
"Santa Marta de Tormes";"37-294";"lhernandez@santamartadetormes.org";"923200005"
"Colmenar de Montemayor";"37-109";NA;"923420032"
"Santiago de la Puebla";"37-296";"aytosantiago@wanadoo.es";"923564389"
"Cordovilla";"37-110";"aytocordovilla@hotmail.com";"923360784"
"Santibáñez de Béjar";"37-297";"consistoriosb@hotmail.com";"923594001"
"Cristóbal";"37-112";"aytocristobaldelasierra@hotmail.com";"923435016"
"Santibáñez de la Sierra";"37-298";"ayuntamiento@aytosantibanez.e.telefonica.net";"923435013"
"Cubo de Don Sancho (El)";"37-113";NA;"923443137"
"Santiz";"37-299";"aytodesantiz@hotmail.es";"923320934"
"Chagarcía Medianero";"37-114";NA;"923151458"
"Santos (Los)";"37-300";"secretaria@los-santos.com";"923592001"
"Dios le Guarde";"37-115";NA;"923485015"
"Sardón de los Frailes";"37-301";NA;"923575078"
"Doñinos de Ledesma";"37-116";NA;NA
"Saucelle";"37-302";"info@saucelle.net";"923513061"
"Doñinos de Salamanca";"37-117";"ayuntamiento@ayto-doninos.com";"923330001"
"Sahugo (El)";"37-303";NA;"923487301"
"Ejeme";"37-118";NA;"923303024"
"Sepulcro-Hilario";"37-304";NA;"923446065"
"Encina (La)";"37-119";"ayuntamientolaencina@gmail.com";"923490860"
"Sequeros";"37-305";"ayunt_sequeros@hotmail.com";"923437001"
